"away","home","date","as","hs","season","hsym","asym","guid","lk"
"Washington Wizards","New York Knicks",2012-11-30,87,108,2013,"NYK","WAS","NYKWAS20121130","201211300NYK"
"Boston Celtics","Milwaukee Bucks",2012-12-01,88,91,2013,"MIL","BOS","MILBOS20121201","201212010MIL"
"Brooklyn Nets","Miami Heat",2012-12-01,89,102,2013,"MIA","BRK","MIABRK20121201","201212010MIA"
"Detroit Pistons","Dallas Mavericks",2012-12-01,77,92,2013,"DAL","DET","DALDET20121201","201212010DAL"
"Indiana Pacers","Golden State Warriors",2012-12-01,92,103,2013,"GSW","IND","GSWIND20121201","201212010GSW"
"Memphis Grizzlies","San Antonio Spurs",2012-12-01,95,99,2013,"SAS","MEM","SASMEM20121201","201212010SAS"
"Oklahoma City Thunder","New Orleans Hornets",2012-12-01,100,79,2013,"NOH","OKC","NOHOKC20121201","201212010NOH"
"Philadelphia 76ers","Chicago Bulls",2012-12-01,88,93,2013,"CHI","PHI","CHIPHI20121201","201212010CHI"
"Portland Trail Blazers","Cleveland Cavaliers",2012-12-01,118,117,2013,"CLE","POR","CLEPOR20121201","201212010CLE"
"Sacramento Kings","Los Angeles Clippers",2012-12-01,81,116,2013,"LAC","SAC","LACSAC20121201","201212010LAC"
"Utah Jazz","Houston Rockets",2012-12-01,116,124,2013,"HOU","UTA","HOUUTA20121201","201212010HOU"
"Orlando Magic","Los Angeles Lakers",2012-12-02,113,103,2013,"LAL","ORL","LALORL20121202","201212020LAL"
"Phoenix Suns","New York Knicks",2012-12-02,99,106,2013,"NYK","PHO","NYKPHO20121202","201212020NYK"
"Cleveland Cavaliers","Detroit Pistons",2012-12-03,79,89,2013,"DET","CLE","DETCLE20121203","201212030DET"
"Los Angeles Clippers","Utah Jazz",2012-12-03,105,104,2013,"UTA","LAC","UTALAC20121203","201212030UTA"
"Milwaukee Bucks","New Orleans Hornets",2012-12-03,81,102,2013,"NOH","MIL","NOHMIL20121203","201212030NOH"
"Orlando Magic","Golden State Warriors",2012-12-03,102,94,2013,"GSW","ORL","GSWORL20121203","201212030GSW"
"Portland Trail Blazers","Charlotte Bobcats",2012-12-03,118,112,2013,"CHA","POR","CHAPOR20121203","201212030CHA"
"Toronto Raptors","Denver Nuggets",2012-12-03,110,113,2013,"DEN","TOR","DENTOR20121203","201212030DEN"
"Indiana Pacers","Chicago Bulls",2012-12-04,80,76,2013,"CHI","IND","CHIIND20121204","201212040CHI"
"Los Angeles Lakers","Houston Rockets",2012-12-04,105,107,2013,"HOU","LAL","HOULAL20121204","201212040HOU"
"Miami Heat","Washington Wizards",2012-12-04,101,105,2013,"WAS","MIA","WASMIA20121204","201212040WAS"
"Minnesota Timberwolves","Philadelphia 76ers",2012-12-04,105,88,2013,"PHI","MIN","PHIMIN20121204","201212040PHI"
"Oklahoma City Thunder","Brooklyn Nets",2012-12-04,117,111,2013,"BRK","OKC","BRKOKC20121204","201212040BRK"
"Phoenix Suns","Memphis Grizzlies",2012-12-04,98,108,2013,"MEM","PHO","MEMPHO20121204","201212040MEM"
"Chicago Bulls","Cleveland Cavaliers",2012-12-05,95,85,2013,"CLE","CHI","CLECHI20121205","201212050CLE"
"Dallas Mavericks","Los Angeles Clippers",2012-12-05,90,112,2013,"LAC","DAL","LACDAL20121205","201212050LAC"
"Denver Nuggets","Atlanta Hawks",2012-12-05,104,108,2013,"ATL","DEN","ATLDEN20121205","201212050ATL"
"Golden State Warriors","Detroit Pistons",2012-12-05,104,97,2013,"DET","GSW","DETGSW20121205","201212050DET"
"Los Angeles Lakers","New Orleans Hornets",2012-12-05,103,87,2013,"NOH","LAL","NOHLAL20121205","201212050NOH"
"Milwaukee Bucks","San Antonio Spurs",2012-12-05,99,110,2013,"SAS","MIL","SASMIL20121205","201212050SAS"
"Minnesota Timberwolves","Boston Celtics",2012-12-05,94,104,2013,"BOS","MIN","BOSMIN20121205","201212050BOS"
"New York Knicks","Charlotte Bobcats",2012-12-05,100,98,2013,"CHA","NYK","CHANYK20121205","201212050CHA"
"Orlando Magic","Utah Jazz",2012-12-05,81,87,2013,"UTA","ORL","UTAORL20121205","201212050UTA"
"Portland Trail Blazers","Indiana Pacers",2012-12-05,92,99,2013,"IND","POR","INDPOR20121205","201212050IND"
"Toronto Raptors","Sacramento Kings",2012-12-05,100,107,2013,"SAC","TOR","SACTOR20121205","201212050SAC"
"Dallas Mavericks","Phoenix Suns",2012-12-06,97,94,2013,"PHO","DAL","PHODAL20121206","201212060PHO"
"New York Knicks","Miami Heat",2012-12-06,112,92,2013,"MIA","NYK","MIANYK20121206","201212060MIA"
"Boston Celtics","Philadelphia 76ers",2012-12-07,94,95,2013,"PHI","BOS","PHIBOS20121207","201212070PHI"
"Charlotte Bobcats","Milwaukee Bucks",2012-12-07,93,108,2013,"MIL","CHA","MILCHA20121207","201212070MIL"
"Chicago Bulls","Detroit Pistons",2012-12-07,108,104,2013,"DET","CHI","DETCHI20121207","201212070DET"
"Cleveland Cavaliers","Minnesota Timberwolves",2012-12-07,73,91,2013,"MIN","CLE","MINCLE20121207","201212070MIN"
"Denver Nuggets","Indiana Pacers",2012-12-07,92,89,2013,"IND","DEN","INDDEN20121207","201212070IND"
"Golden State Warriors","Brooklyn Nets",2012-12-07,109,102,2013,"BRK","GSW","BRKGSW20121207","201212070BRK"
"Houston Rockets","San Antonio Spurs",2012-12-07,92,114,2013,"SAS","HOU","SASHOU20121207","201212070SAS"
"Los Angeles Lakers","Oklahoma City Thunder",2012-12-07,108,114,2013,"OKC","LAL","OKCLAL20121207","201212070OKC"
"Memphis Grizzlies","New Orleans Hornets",2012-12-07,96,89,2013,"NOH","MEM","NOHMEM20121207","201212070NOH"
"Orlando Magic","Sacramento Kings",2012-12-07,82,91,2013,"SAC","ORL","SACORL20121207","201212070SAC"
"Toronto Raptors","Utah Jazz",2012-12-07,99,131,2013,"UTA","TOR","UTATOR20121207","201212070UTA"
"Washington Wizards","Atlanta Hawks",2012-12-07,95,104,2013,"ATL","WAS","ATLWAS20121207","201212070ATL"
"Atlanta Hawks","Memphis Grizzlies",2012-12-08,93,83,2013,"MEM","ATL","MEMATL20121208","201212080MEM"
"Dallas Mavericks","Houston Rockets",2012-12-08,116,109,2013,"HOU","DAL","HOUDAL20121208","201212080HOU"
"Detroit Pistons","Cleveland Cavaliers",2012-12-08,104,97,2013,"CLE","DET","CLEDET20121208","201212080CLE"
"Golden State Warriors","Washington Wizards",2012-12-08,101,97,2013,"WAS","GSW","WASGSW20121208","201212080WAS"
"New Orleans Hornets","Miami Heat",2012-12-08,90,106,2013,"MIA","NOH","MIANOH20121208","201212080MIA"
"New York Knicks","Chicago Bulls",2012-12-08,85,93,2013,"CHI","NYK","CHINYK20121208","201212080CHI"
"Philadelphia 76ers","Boston Celtics",2012-12-08,79,92,2013,"BOS","PHI","BOSPHI20121208","201212080BOS"
"Phoenix Suns","Los Angeles Clippers",2012-12-08,99,117,2013,"LAC","PHO","LACPHO20121208","201212080LAC"
"Sacramento Kings","Portland Trail Blazers",2012-12-08,99,80,2013,"POR","SAC","PORSAC20121208","201212080POR"
"San Antonio Spurs","Charlotte Bobcats",2012-12-08,132,102,2013,"CHA","SAS","CHASAS20121208","201212080CHA"
"Denver Nuggets","New York Knicks",2012-12-09,106,112,2013,"NYK","DEN","NYKDEN20121209","201212090NYK"
"Indiana Pacers","Oklahoma City Thunder",2012-12-09,93,104,2013,"OKC","IND","OKCIND20121209","201212090OKC"
"Milwaukee Bucks","Brooklyn Nets",2012-12-09,97,88,2013,"BRK","MIL","BRKMIL20121209","201212090BRK"
"Orlando Magic","Phoenix Suns",2012-12-09,98,90,2013,"PHO","ORL","PHOORL20121209","201212090PHO"
"Toronto Raptors","Los Angeles Clippers",2012-12-09,83,102,2013,"LAC","TOR","LACTOR20121209","201212090LAC"
"Utah Jazz","Los Angeles Lakers",2012-12-09,117,110,2013,"LAL","UTA","LALUTA20121209","201212090LAL"
"Atlanta Hawks","Miami Heat",2012-12-10,92,101,2013,"MIA","ATL","MIAATL20121210","201212100MIA"
"Detroit Pistons","Philadelphia 76ers",2012-12-10,97,104,2013,"PHI","DET","PHIDET20121210","201212100PHI"
"Golden State Warriors","Charlotte Bobcats",2012-12-10,104,96,2013,"CHA","GSW","CHAGSW20121210","201212100CHA"
"Sacramento Kings","Dallas Mavericks",2012-12-10,96,119,2013,"DAL","SAC","DALSAC20121210","201212100DAL"
"San Antonio Spurs","Houston Rockets",2012-12-10,134,126,2013,"HOU","SAS","HOUSAS20121210","201212100HOU"
"Toronto Raptors","Portland Trail Blazers",2012-12-10,74,92,2013,"POR","TOR","PORTOR20121210","201212100POR"
"Denver Nuggets","Detroit Pistons",2012-12-11,101,94,2013,"DET","DEN","DETDEN20121211","201212110DET"
"Los Angeles Clippers","Chicago Bulls",2012-12-11,94,89,2013,"CHI","LAC","CHILAC20121211","201212110CHI"
"Los Angeles Lakers","Cleveland Cavaliers",2012-12-11,94,100,2013,"CLE","LAL","CLELAL20121211","201212110CLE"
"New York Knicks","Brooklyn Nets",2012-12-11,100,97,2013,"BRK","NYK","BRKNYK20121211","201212110BRK"
"Washington Wizards","New Orleans Hornets",2012-12-11,77,70,2013,"NOH","WAS","NOHWAS20121211","201212110NOH"
"Atlanta Hawks","Orlando Magic",2012-12-12,86,80,2013,"ORL","ATL","ORLATL20121212","201212120ORL"
"Brooklyn Nets","Toronto Raptors",2012-12-12,94,88,2013,"TOR","BRK","TORBRK20121212","201212120TOR"
"Chicago Bulls","Philadelphia 76ers",2012-12-12,96,89,2013,"PHI","CHI","PHICHI20121212","201212120PHI"
"Cleveland Cavaliers","Indiana Pacers",2012-12-12,81,96,2013,"IND","CLE","INDCLE20121212","201212120IND"
"Dallas Mavericks","Boston Celtics",2012-12-12,115,117,2013,"BOS","DAL","BOSDAL20121212","201212120BOS"
"Denver Nuggets","Minnesota Timberwolves",2012-12-12,105,108,2013,"MIN","DEN","MINDEN20121212","201212120MIN"
"Golden State Warriors","Miami Heat",2012-12-12,97,95,2013,"MIA","GSW","MIAGSW20121212","201212120MIA"
"Los Angeles Clippers","Charlotte Bobcats",2012-12-12,100,94,2013,"CHA","LAC","CHALAC20121212","201212120CHA"
"Memphis Grizzlies","Phoenix Suns",2012-12-12,80,82,2013,"PHO","MEM","PHOMEM20121212","201212120PHO"
"New Orleans Hornets","Oklahoma City Thunder",2012-12-12,88,92,2013,"OKC","NOH","OKCNOH20121212","201212120OKC"
"Sacramento Kings","Milwaukee Bucks",2012-12-12,85,98,2013,"MIL","SAC","MILSAC20121212","201212120MIL"
"San Antonio Spurs","Utah Jazz",2012-12-12,96,99,2013,"UTA","SAS","UTASAS20121212","201212120UTA"
"Washington Wizards","Houston Rockets",2012-12-12,93,99,2013,"HOU","WAS","HOUWAS20121212","201212120HOU"
"Charlotte Bobcats","Atlanta Hawks",2012-12-13,90,113,2013,"ATL","CHA","ATLCHA20121213","201212130ATL"
"Los Angeles Lakers","New York Knicks",2012-12-13,107,116,2013,"NYK","LAL","NYKLAL20121213","201212130NYK"
"San Antonio Spurs","Portland Trail Blazers",2012-12-13,90,98,2013,"POR","SAS","PORSAS20121213","201212130POR"
"Boston Celtics","Houston Rockets",2012-12-14,89,101,2013,"HOU","BOS","HOUBOS20121214","201212140HOU"
"Dallas Mavericks","Toronto Raptors",2012-12-14,74,95,2013,"TOR","DAL","TORDAL20121214","201212140TOR"
"Detroit Pistons","Brooklyn Nets",2012-12-14,105,107,2013,"BRK","DET","BRKDET20121214","201212140BRK"
"Golden State Warriors","Orlando Magic",2012-12-14,85,99,2013,"ORL","GSW","ORLGSW20121214","201212140ORL"
"Los Angeles Lakers","Washington Wizards",2012-12-14,102,96,2013,"WAS","LAL","WASLAL20121214","201212140WAS"
"Memphis Grizzlies","Denver Nuggets",2012-12-14,94,99,2013,"DEN","MEM","DENMEM20121214","201212140DEN"
"Milwaukee Bucks","Cleveland Cavaliers",2012-12-14,90,86,2013,"CLE","MIL","CLEMIL20121214","201212140CLE"
"Minnesota Timberwolves","New Orleans Hornets",2012-12-14,113,102,2013,"NOH","MIN","NOHMIN20121214","201212140NOH"
"Philadelphia 76ers","Indiana Pacers",2012-12-14,85,95,2013,"IND","PHI","INDPHI20121214","201212140IND"
"Sacramento Kings","Oklahoma City Thunder",2012-12-14,103,113,2013,"OKC","SAC","OKCSAC20121214","201212140OKC"
"Utah Jazz","Phoenix Suns",2012-12-14,84,99,2013,"PHO","UTA","PHOUTA20121214","201212140PHO"
"Boston Celtics","San Antonio Spurs",2012-12-15,88,103,2013,"SAS","BOS","SASBOS20121215","201212150SAS"
"Brooklyn Nets","Chicago Bulls",2012-12-15,82,83,2013,"CHI","BRK","CHIBRK20121215","201212150CHI"
"Cleveland Cavaliers","New York Knicks",2012-12-15,102,103,2013,"NYK","CLE","NYKCLE20121215","201212150NYK"
"Dallas Mavericks","Minnesota Timberwolves",2012-12-15,106,114,2013,"MIN","DAL","MINDAL20121215","201212150MIN"
"Golden State Warriors","Atlanta Hawks",2012-12-15,115,93,2013,"ATL","GSW","ATLGSW20121215","201212150ATL"
"Indiana Pacers","Detroit Pistons",2012-12-15,88,77,2013,"DET","IND","DETIND20121215","201212150DET"
"Los Angeles Clippers","Milwaukee Bucks",2012-12-15,111,85,2013,"MIL","LAC","MILLAC20121215","201212150MIL"
"Memphis Grizzlies","Utah Jazz",2012-12-15,99,86,2013,"UTA","MEM","UTAMEM20121215","201212150UTA"
"Orlando Magic","Charlotte Bobcats",2012-12-15,107,98,2013,"CHA","ORL","CHAORL20121215","201212150CHA"
"Washington Wizards","Miami Heat",2012-12-15,72,102,2013,"MIA","WAS","MIAWAS20121215","201212150MIA"
"Denver Nuggets","Sacramento Kings",2012-12-16,122,97,2013,"SAC","DEN","SACDEN20121216","201212160SAC"
"Houston Rockets","Toronto Raptors",2012-12-16,96,103,2013,"TOR","HOU","TORHOU20121216","201212160TOR"
"Los Angeles Lakers","Philadelphia 76ers",2012-12-16,111,98,2013,"PHI","LAL","PHILAL20121216","201212160PHI"
"New Orleans Hornets","Portland Trail Blazers",2012-12-16,94,95,2013,"POR","NOH","PORNOH20121216","201212160POR"
"Chicago Bulls","Memphis Grizzlies",2012-12-17,71,80,2013,"MEM","CHI","MEMCHI20121217","201212170MEM"
"Houston Rockets","New York Knicks",2012-12-17,109,96,2013,"NYK","HOU","NYKHOU20121217","201212170NYK"
"Los Angeles Clippers","Detroit Pistons",2012-12-17,88,76,2013,"DET","LAC","DETLAC20121217","201212170DET"
"Minnesota Timberwolves","Orlando Magic",2012-12-17,93,102,2013,"ORL","MIN","ORLMIN20121217","201212170ORL"
"Sacramento Kings","Phoenix Suns",2012-12-17,90,101,2013,"PHO","SAC","PHOSAC20121217","201212170PHO"
"San Antonio Spurs","Oklahoma City Thunder",2012-12-17,93,107,2013,"OKC","SAS","OKCSAS20121217","201212170OKC"
"Atlanta Hawks","Washington Wizards",2012-12-18,100,95,2013,"WAS","ATL","WASATL20121218","201212180WAS"
"Boston Celtics","Chicago Bulls",2012-12-18,89,100,2013,"CHI","BOS","CHIBOS20121218","201212180CHI"
"Charlotte Bobcats","Los Angeles Lakers",2012-12-18,100,101,2013,"LAL","CHA","LALCHA20121218","201212180LAL"
"Indiana Pacers","Milwaukee Bucks",2012-12-18,93,98,2013,"MIL","IND","MILIND20121218","201212180MIL"
"Minnesota Timberwolves","Miami Heat",2012-12-18,92,103,2013,"MIA","MIN","MIAMIN20121218","201212180MIA"
"New Orleans Hornets","Golden State Warriors",2012-12-18,96,103,2013,"GSW","NOH","GSWNOH20121218","201212180GSW"
"Philadelphia 76ers","Dallas Mavericks",2012-12-18,100,107,2013,"DAL","PHI","DALPHI20121218","201212180DAL"
"San Antonio Spurs","Denver Nuggets",2012-12-18,106,112,2013,"DEN","SAS","DENSAS20121218","201212180DEN"
"Toronto Raptors","Cleveland Cavaliers",2012-12-18,113,99,2013,"CLE","TOR","CLETOR20121218","201212180CLE"
"Utah Jazz","Brooklyn Nets",2012-12-18,92,90,2013,"BRK","UTA","BRKUTA20121218","201212180BRK"
"Brooklyn Nets","New York Knicks",2012-12-19,86,100,2013,"NYK","BRK","NYKBRK20121219","201212190NYK"
"Charlotte Bobcats","Phoenix Suns",2012-12-19,104,121,2013,"PHO","CHA","PHOCHA20121219","201212190PHO"
"Cleveland Cavaliers","Boston Celtics",2012-12-19,91,103,2013,"BOS","CLE","BOSCLE20121219","201212190BOS"
"Detroit Pistons","Toronto Raptors",2012-12-19,91,97,2013,"TOR","DET","TORDET20121219","201212190TOR"
"Golden State Warriors","Sacramento Kings",2012-12-19,127,131,2013,"SAC","GSW","SACGSW20121219","201212190SAC"
"Milwaukee Bucks","Memphis Grizzlies",2012-12-19,80,90,2013,"MEM","MIL","MEMMIL20121219","201212190MEM"
"New Orleans Hornets","Los Angeles Clippers",2012-12-19,77,93,2013,"LAC","NOH","LACNOH20121219","201212190LAC"
"Oklahoma City Thunder","Atlanta Hawks",2012-12-19,100,92,2013,"ATL","OKC","ATLOKC20121219","201212190ATL"
"Philadelphia 76ers","Houston Rockets",2012-12-19,103,125,2013,"HOU","PHI","HOUPHI20121219","201212190HOU"
"Utah Jazz","Indiana Pacers",2012-12-19,84,104,2013,"IND","UTA","INDUTA20121219","201212190IND"
"Washington Wizards","Orlando Magic",2012-12-19,83,90,2013,"ORL","WAS","ORLWAS20121219","201212190ORL"
"Denver Nuggets","Portland Trail Blazers",2012-12-20,93,101,2013,"POR","DEN","PORDEN20121220","201212200POR"
"Miami Heat","Dallas Mavericks",2012-12-20,110,95,2013,"DAL","MIA","DALMIA20121220","201212200DAL"
"Oklahoma City Thunder","Minnesota Timberwolves",2012-12-20,93,99,2013,"MIN","OKC","MINOKC20121220","201212200MIN"
"Atlanta Hawks","Philadelphia 76ers",2012-12-21,80,99,2013,"PHI","ATL","PHIATL20121221","201212210PHI"
"Charlotte Bobcats","Golden State Warriors",2012-12-21,100,115,2013,"GSW","CHA","GSWCHA20121221","201212210GSW"
"Chicago Bulls","New York Knicks",2012-12-21,110,106,2013,"NYK","CHI","NYKCHI20121221","201212210NYK"
"Dallas Mavericks","Memphis Grizzlies",2012-12-21,82,92,2013,"MEM","DAL","MEMDAL20121221","201212210MEM"
"Indiana Pacers","Cleveland Cavaliers",2012-12-21,99,89,2013,"CLE","IND","CLEIND20121221","201212210CLE"
"Milwaukee Bucks","Boston Celtics",2012-12-21,99,94,2013,"BOS","MIL","BOSMIL20121221","201212210BOS"
"New Orleans Hornets","San Antonio Spurs",2012-12-21,94,99,2013,"SAS","NOH","SASNOH20121221","201212210SAS"
"Orlando Magic","Toronto Raptors",2012-12-21,90,93,2013,"TOR","ORL","TORORL20121221","201212210TOR"
"Sacramento Kings","Los Angeles Clippers",2012-12-21,85,97,2013,"LAC","SAC","LACSAC20121221","201212210LAC"
"Washington Wizards","Detroit Pistons",2012-12-21,68,100,2013,"DET","WAS","DETWAS20121221","201212210DET"
"Charlotte Bobcats","Denver Nuggets",2012-12-22,88,110,2013,"DEN","CHA","DENCHA20121222","201212220DEN"
"Chicago Bulls","Atlanta Hawks",2012-12-22,75,92,2013,"ATL","CHI","ATLCHI20121222","201212220ATL"
"Cleveland Cavaliers","Milwaukee Bucks",2012-12-22,94,82,2013,"MIL","CLE","MILCLE20121222","201212220MIL"
"Detroit Pistons","Washington Wizards",2012-12-22,96,87,2013,"WAS","DET","WASDET20121222","201212220WAS"
"Indiana Pacers","New Orleans Hornets",2012-12-22,81,75,2013,"NOH","IND","NOHIND20121222","201212220NOH"
"Los Angeles Lakers","Golden State Warriors",2012-12-22,118,115,2013,"GSW","LAL","GSWLAL20121222","201212220GSW"
"Memphis Grizzlies","Houston Rockets",2012-12-22,96,121,2013,"HOU","MEM","HOUMEM20121222","201212220HOU"
"Phoenix Suns","Portland Trail Blazers",2012-12-22,93,96,2013,"POR","PHO","PORPHO20121222","201212220POR"
"Utah Jazz","Miami Heat",2012-12-22,89,105,2013,"MIA","UTA","MIAUTA20121222","201212220MIA"
"Dallas Mavericks","San Antonio Spurs",2012-12-23,91,129,2013,"SAS","DAL","SASDAL20121223","201212230SAS"
"Los Angeles Clippers","Phoenix Suns",2012-12-23,103,77,2013,"PHO","LAC","PHOLAC20121223","201212230PHO"
"Minnesota Timberwolves","New York Knicks",2012-12-23,91,94,2013,"NYK","MIN","NYKMIN20121223","201212230NYK"
"Philadelphia 76ers","Brooklyn Nets",2012-12-23,92,95,2013,"BRK","PHI","BRKPHI20121223","201212230BRK"
"Portland Trail Blazers","Sacramento Kings",2012-12-23,96,108,2013,"SAC","POR","SACPOR20121223","201212230SAC"
"Utah Jazz","Orlando Magic",2012-12-23,97,93,2013,"ORL","UTA","ORLUTA20121223","201212230ORL"
"Boston Celtics","Brooklyn Nets",2012-12-25,93,76,2013,"BRK","BOS","BRKBOS20121225","201212250BRK"
"Denver Nuggets","Los Angeles Clippers",2012-12-25,100,112,2013,"LAC","DEN","LACDEN20121225","201212250LAC"
"Houston Rockets","Chicago Bulls",2012-12-25,120,97,2013,"CHI","HOU","CHIHOU20121225","201212250CHI"
"New York Knicks","Los Angeles Lakers",2012-12-25,94,100,2013,"LAL","NYK","LALNYK20121225","201212250LAL"
"Oklahoma City Thunder","Miami Heat",2012-12-25,97,103,2013,"MIA","OKC","MIAOKC20121225","201212250MIA"
"Brooklyn Nets","Milwaukee Bucks",2012-12-26,93,108,2013,"MIL","BRK","MILBRK20121226","201212260MIL"
"Cleveland Cavaliers","Washington Wizards",2012-12-26,87,84,2013,"WAS","CLE","WASCLE20121226","201212260WAS"
"Detroit Pistons","Atlanta Hawks",2012-12-26,119,126,2013,"ATL","DET","ATLDET20121226","201212260ATL"
"Golden State Warriors","Utah Jazz",2012-12-26,94,83,2013,"UTA","GSW","UTAGSW20121226","201212260UTA"
"Houston Rockets","Minnesota Timberwolves",2012-12-26,87,84,2013,"MIN","HOU","MINHOU20121226","201212260MIN"
"Los Angeles Lakers","Denver Nuggets",2012-12-26,114,126,2013,"DEN","LAL","DENLAL20121226","201212260DEN"
"Miami Heat","Charlotte Bobcats",2012-12-26,105,92,2013,"CHA","MIA","CHAMIA20121226","201212260CHA"
"New Orleans Hornets","Orlando Magic",2012-12-26,97,94,2013,"ORL","NOH","ORLNOH20121226","201212260ORL"
"New York Knicks","Phoenix Suns",2012-12-26,99,97,2013,"PHO","NYK","PHONYK20121226","201212260PHO"
"Philadelphia 76ers","Memphis Grizzlies",2012-12-26,99,89,2013,"MEM","PHI","MEMPHI20121226","201212260MEM"
"Sacramento Kings","Portland Trail Blazers",2012-12-26,91,109,2013,"POR","SAC","PORSAC20121226","201212260POR"
"Toronto Raptors","San Antonio Spurs",2012-12-26,80,100,2013,"SAS","TOR","SASTOR20121226","201212260SAS"
"Boston Celtics","Los Angeles Clippers",2012-12-27,77,106,2013,"LAC","BOS","LACBOS20121227","201212270LAC"
"Dallas Mavericks","Oklahoma City Thunder",2012-12-27,105,111,2013,"OKC","DAL","OKCDAL20121227","201212270OKC"
"Atlanta Hawks","Cleveland Cavaliers",2012-12-28,102,94,2013,"CLE","ATL","CLEATL20121228","201212280CLE"
"Charlotte Bobcats","Brooklyn Nets",2012-12-28,81,97,2013,"BRK","CHA","BRKCHA20121228","201212280BRK"
"Denver Nuggets","Dallas Mavericks",2012-12-28,106,85,2013,"DAL","DEN","DALDEN20121228","201212280DAL"
"Houston Rockets","San Antonio Spurs",2012-12-28,116,122,2013,"SAS","HOU","SASHOU20121228","201212280SAS"
"Los Angeles Clippers","Utah Jazz",2012-12-28,116,114,2013,"UTA","LAC","UTALAC20121228","201212280UTA"
"Miami Heat","Detroit Pistons",2012-12-28,99,109,2013,"DET","MIA","DETMIA20121228","201212280DET"
"New York Knicks","Sacramento Kings",2012-12-28,105,106,2013,"SAC","NYK","SACNYK20121228","201212280SAC"
"Orlando Magic","Washington Wizards",2012-12-28,97,105,2013,"WAS","ORL","WASORL20121228","201212280WAS"
"Philadelphia 76ers","Golden State Warriors",2012-12-28,89,96,2013,"GSW","PHI","GSWPHI20121228","201212280GSW"
"Phoenix Suns","Indiana Pacers",2012-12-28,91,97,2013,"IND","PHO","INDPHO20121228","201212280IND"
"Portland Trail Blazers","Los Angeles Lakers",2012-12-28,87,104,2013,"LAL","POR","LALPOR20121228","201212280LAL"
"Toronto Raptors","New Orleans Hornets",2012-12-28,104,97,2013,"NOH","TOR","NOHTOR20121228","201212280NOH"
"Boston Celtics","Golden State Warriors",2012-12-29,83,101,2013,"GSW","BOS","GSWBOS20121229","201212290GSW"
"Cleveland Cavaliers","Brooklyn Nets",2012-12-29,100,103,2013,"BRK","CLE","BRKCLE20121229","201212290BRK"
"Denver Nuggets","Memphis Grizzlies",2012-12-29,72,81,2013,"MEM","DEN","MEMDEN20121229","201212290MEM"
"Indiana Pacers","Atlanta Hawks",2012-12-29,100,109,2013,"ATL","IND","ATLIND20121229","201212290ATL"
"Miami Heat","Milwaukee Bucks",2012-12-29,85,104,2013,"MIL","MIA","MILMIA20121229","201212290MIL"
"New Orleans Hornets","Charlotte Bobcats",2012-12-29,98,95,2013,"CHA","NOH","CHANOH20121229","201212290CHA"
"Oklahoma City Thunder","Houston Rockets",2012-12-29,124,94,2013,"HOU","OKC","HOUOKC20121229","201212290HOU"
"Philadelphia 76ers","Portland Trail Blazers",2012-12-29,85,89,2013,"POR","PHI","PORPHI20121229","201212290POR"
"Phoenix Suns","Minnesota Timberwolves",2012-12-29,107,111,2013,"MIN","PHO","MINPHO20121229","201212290MIN"
"Toronto Raptors","Orlando Magic",2012-12-29,123,88,2013,"ORL","TOR","ORLTOR20121229","201212290ORL"
"Washington Wizards","Chicago Bulls",2012-12-29,77,87,2013,"CHI","WAS","CHIWAS20121229","201212290CHI"
"Boston Celtics","Sacramento Kings",2012-12-30,96,118,2013,"SAC","BOS","SACBOS20121230","201212300SAC"
"Milwaukee Bucks","Detroit Pistons",2012-12-30,94,96,2013,"DET","MIL","DETMIL20121230","201212300DET"
"San Antonio Spurs","Dallas Mavericks",2012-12-30,111,86,2013,"DAL","SAS","DALSAS20121230","201212300DAL"
"Utah Jazz","Los Angeles Clippers",2012-12-30,96,107,2013,"LAC","UTA","LACUTA20121230","201212300LAC"
"Atlanta Hawks","Houston Rockets",2012-12-31,104,123,2013,"HOU","ATL","HOUATL20121231","201212310HOU"
"Brooklyn Nets","San Antonio Spurs",2012-12-31,73,104,2013,"SAS","BRK","SASBRK20121231","201212310SAS"
"Charlotte Bobcats","Chicago Bulls",2012-12-31,91,81,2013,"CHI","CHA","CHICHA20121231","201212310CHI"
"Memphis Grizzlies","Indiana Pacers",2012-12-31,83,88,2013,"IND","MEM","INDMEM20121231","201212310IND"
"Miami Heat","Orlando Magic",2012-12-31,112,110,2013,"ORL","MIA","ORLMIA20121231","201212310ORL"
"Phoenix Suns","Oklahoma City Thunder",2012-12-31,96,114,2013,"OKC","PHO","OKCPHO20121231","201212310OKC"
"Atlanta Hawks","New Orleans Hornets",2013-01-01,95,86,2013,"NOH","ATL","NOHATL20130101","201301010NOH"
"Dallas Mavericks","Washington Wizards",2013-01-01,103,94,2013,"WAS","DAL","WASDAL20130101","201301010WAS"
"Los Angeles Clippers","Denver Nuggets",2013-01-01,78,92,2013,"DEN","LAC","DENLAC20130101","201301010DEN"
"Philadelphia 76ers","Los Angeles Lakers",2013-01-01,103,99,2013,"LAL","PHI","LALPHI20130101","201301010LAL"
"Portland Trail Blazers","New York Knicks",2013-01-01,105,100,2013,"NYK","POR","NYKPOR20130101","201301010NYK"
"Sacramento Kings","Detroit Pistons",2013-01-01,97,103,2013,"DET","SAC","DETSAC20130101","201301010DET"
